Restaurant Name,Country Code,City,Locality,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Country
Delhi Food Adda,1,New Delhi,East of Kailash,"Chinese, North Indian",400,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Delhi Lazeez,1,New Delhi,East of Kailash,North Indian,500,rupees,No,Yes,No,No,2,0.0,White,Not rated,2,India
Delhi Pizza Corner,1,New Delhi,East of Kailash,"Pizza, Fast Food",100,rupees,No,No,No,No,1,0.0,White,Not rated,2,India
Dessert Carte,1,New Delhi,East of Kailash,"Bakery, Desserts",500,rupees,No,No,No,No,2,0.0,White,Not rated,0,India
Firangi Mithai,1,New Delhi,East of Kailash,Bakery,250,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Ghar Ka Khana,1,New Delhi,East of Kailash,North Indian,100,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Heera Chicken Corner,1,New Delhi,East of Kailash,Fast Food,300,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Jagram Dhaba,1,New Delhi,East of Kailash,North Indian,150,rupees,No,No,No,No,1,0.0,White,Not rated,2,India
Janaab,1,New Delhi,East of Kailash,"Awadhi, Mughlai, North Indian",600,rupees,No,No,No,No,2,0.0,White,Not rated,1,India
K.K. Fast Food Service,1,New Delhi,East of Kailash,North Indian,200,rupees,No,Yes,No,No,1,0.0,White,Not rated,3,India
Kasur Khyon,1,New Delhi,East of Kailash,"Mughlai, Chinese",500,rupees,No,No,No,No,2,0.0,White,Not rated,0,India
Kitchen King,1,New Delhi,East of Kailash,"North Indian, Mughlai, Chinese",450,rupees,No,No,No,No,1,0.0,White,Not rated,2,India
Laziz Chinese Fast Food,1,New Delhi,East of Kailash,Chinese,300,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Munch Brunch Cafe,1,New Delhi,East of Kailash,"Street Food, Chinese",400,rupees,No,No,No,No,1,0.0,White,Not rated,3,India
Piyu Fast Food,1,New Delhi,East of Kailash,Chinese,300,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Punjabi Tandoor,1,New Delhi,East of Kailash,North Indian,300,rupees,No,Yes,No,No,1,0.0,White,Not rated,3,India
Roll Corner,1,New Delhi,East of Kailash,Fast Food,200,rupees,No,No,No,No,1,0.0,White,Not rated,2,India
Sher-e-Punjab,1,New Delhi,East of Kailash,"North Indian, Chinese, Fast Food",450,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Test Restaruants for Medio,1,New Delhi,East of Kailash,"Chinese, Lucknowi",800,rupees,Yes,No,No,No,2,0.0,White,Not rated,1,India
Uncle Sam,1,New Delhi,East of Kailash,North Indian,200,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Vijay Store,1,New Delhi,East of Kailash,"Fast Food, Street Food",200,rupees,No,No,No,No,1,0.0,White,Not rated,1,India
Viya Cupcakery,1,New Delhi,East of Kailash,"Bakery, Desserts",500,rupees,No,No,No,No,2,0.0,White,Not rated,0,India
Zaika Muradabadi,1,New Delhi,East of Kailash,Biryani,200,rupees,No,Yes,No,No,1,0.0,White,Not rated,0,India
Asian Haus,1,New Delhi,East of Kailash,"Chinese, Thai, Asian, Malaysian, Vietnamese, Japanese",1500,rupees,No,Yes,No,No,3,4.1,Green,Very Good,686,India
Bake Club,1,New Delhi,East Patel Nagar,Bakery,250,rupees,No,No,No,No,1,3.2,Orange,Average,44,India
Barichi,1,New Delhi,East Patel Nagar,"North Indian, Chinese, South Indian",1000,rupees,Yes,No,No,No,3,2.9,Orange,Average,11,India
Barista,1,New Delhi,East Patel Nagar,Cafe,650,rupees,No,No,No,No,2,3.2,Orange,Average,44,India
Baskin Robbins,1,New Delhi,East Patel Nagar,Ice Cream,300,rupees,No,Yes,No,No,1,2.6,Orange,Average,11,India
Bite & More,1,New Delhi,East Patel Nagar,"Fast Food, North Indian",350,rupees,No,Yes,No,No,1,3.3,Orange,Average,24,India
Blue Water Grille Express,1,New Delhi,East Patel Nagar,"North Indian, Mughlai, Chinese, Seafood",700,rupees,No,Yes,No,No,2,2.6,Orange,Average,27,India
Brainfreezzers,1,New Delhi,East Patel Nagar,"North Indian, Chinese",500,rupees,No,No,No,No,2,3.0,Orange,Average,5,India
Caboose X Cafe & Lounge,1,New Delhi,East Patel Nagar,"Fast Food, Cafe",700,rupees,No,No,No,No,2,3.2,Orange,Average,39,India
Cafe Buddy's,1,New Delhi,East Patel Nagar,Fast Food,100,rupees,No,No,No,No,1,2.9,Orange,Average,5,India
Cafe Coffee Day,1,New Delhi,East Patel Nagar,Cafe,450,rupees,No,No,No,No,1,2.9,Orange,Average,38,India
Chinese Food,1,New Delhi,East Patel Nagar,Chinese,300,rupees,No,No,No,No,1,3.1,Orange,Average,13,India
Chinese King,1,New Delhi,East Patel Nagar,"North Indian, Mughlai, Chinese",400,rupees,No,Yes,No,No,1,2.5,Orange,Average,6,India
Cocoberry,1,New Delhi,East Patel Nagar,Desserts,300,rupees,No,Yes,No,No,1,3.3,Orange,Average,28,India
Eggless Dukes,1,New Delhi,East Patel Nagar,"Bakery, Desserts",200,rupees,No,No,No,No,1,3.1,Orange,Average,5,India
Empire The Meat Shop,1,New Delhi,East Patel Nagar,"Raw Meats, Fast Food",400,rupees,No,No,No,No,1,3.3,Orange,Average,31,India
FOG Cafe and Lounge,1,New Delhi,East Patel Nagar,Cafe,500,rupees,No,No,No,No,2,3.0,Orange,Average,4,India
Forty 3 East,1,New Delhi,East Patel Nagar,"North Indian, Mughlai, Continental",1100,rupees,Yes,No,No,No,3,3.2,Orange,Average,38,India
Green Chick Chop,1,New Delhi,East Patel Nagar,"Raw Meats, North Indian, Fast Food",350,rupees,No,No,No,No,1,3.3,Orange,Average,31,India
Gyan's,1,New Delhi,East Patel Nagar,North Indian,550,rupees,No,Yes,No,No,2,3.4,Orange,Average,93,India
Indi-QUE,1,New Delhi,East Patel Nagar,"North Indian, Mughlai, Chinese",1400,rupees,Yes,No,No,No,3,3.3,Orange,Average,46,India
Keventers,1,New Delhi,East Patel Nagar,Beverages,400,rupees,No,No,No,No,1,3.0,Orange,Average,6,India
Pick Fresh Fish,1,New Delhi,East Patel Nagar,"Raw Meats, Fast Food",400,rupees,No,No,No,No,1,3.2,Orange,Average,17,India
Sat Guru Dhaba,1,New Delhi,East Patel Nagar,North Indian,350,rupees,No,No,No,No,1,2.6,Orange,Average,43,India
Sharazz,1,New Delhi,East Patel Nagar,"Chinese, Cafe, Fast Food",700,rupees,No,No,No,No,2,3.2,Orange,Average,32,India
Spice Box,1,New Delhi,East Patel Nagar,North Indian,250,rupees,No,Yes,No,No,1,3.4,Orange,Average,21,India
The Baithak's,1,New Delhi,East Patel Nagar,"North Indian, Chinese, Mughlai",1000,rupees,Yes,Yes,No,No,3,3.2,Orange,Average,87,India
The Taste of India,1,New Delhi,East Patel Nagar,"Continental, Chinese, North Indian, Healthy Food",400,rupees,No,No,No,No,1,3.2,Orange,Average,12,India
Twenty Four Seven,1,New Delhi,East Patel Nagar,"Fast Food, North Indian",300,rupees,No,No,No,No,1,3.0,Orange,Average,23,India
Wrapss,1,New Delhi,East Patel Nagar,"Chinese, Fast Food",350,rupees,No,Yes,No,No,1,3.1,Orange,Average,50,India
Domino's Pizza,1,New Delhi,East Patel Nagar,"Pizza, Fast Food",700,rupees,No,No,No,No,2,3.5,Yellow,Good,119,India
Dunkin' Donuts,1,New Delhi,East Patel Nagar,"Burger, Desserts, Fast Food",600,rupees,No,Yes,No,No,2,3.6,Yellow,Good,177,India
Naivedyam,1,New Delhi,East Patel Nagar,South Indian,500,rupees,No,Yes,No,No,2,3.6,Yellow,Good,359,India
Punjabi Chaap Corner,1,New Delhi,East Patel Nagar,North Indian,300,rupees,No,Yes,No,No,1,3.5,Yellow,Good,53,India
Rice Bowl,1,New Delhi,East Patel Nagar,"Chinese, Seafood",1100,rupees,Yes,Yes,No,No,3,3.7,Yellow,Good,241,India
The Diet Kitchen,1,New Delhi,East Patel Nagar,"Continental, Healthy Food",700,rupees,No,Yes,No,No,2,3.9,Yellow,Good,178,India
The Yellow Chef,1,New Delhi,East Patel Nagar,"Chinese, Fast Food",350,rupees,No,No,No,No,1,3.7,Yellow,Good,146,India
Tsui Wong,1,New Delhi,East Patel Nagar,"Chinese, Thai, Seafood",800,rupees,Yes,Yes,No,No,2,3.8,Yellow,Good,145,India
VC's Food Paradise,1,New Delhi,East Patel Nagar,"North Indian, Fast Food, Mughlai",500,rupees,No,No,No,No,2,3.5,Yellow,Good,26,India
WeDesi Flavours,1,New Delhi,East Patel Nagar,"Healthy Food, Fast Food",350,rupees,No,Yes,No,No,1,3.9,Yellow,Good,54,India
Hardwari,1,New Delhi,East Patel Nagar,Mithai,300,rupees,No,No,No,No,1,0.0,White,Not rated,3,India
Johny's Vada Pav,1,New Delhi,East Patel Nagar,Street Food,150,rupees,No,No,No,No,1,0.0,White,Not rated,3,India
My Kind Of Cafe,1,New Delhi,East Patel Nagar,"Cafe, Continental",600,rupees,No,No,No,No,2,0.0,White,Not rated,3,India
Panchratna Thali,1,New Delhi,East Patel Nagar,"North Indian, Rajasthani, Gujarati",900,rupees,No,No,No,No,2,0.0,White,Not rated,1,India
Punjabi Rasoi,1,New Delhi,East Patel Nagar,North Indian,200,rupees,No,No,No,No,1,0.0,White,Not rated,2,India
Shisha,1,New Delhi,East Patel Nagar,Cafe,400,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Snacks and More,1,New Delhi,East Patel Nagar,Fast Food,250,rupees,No,No,No,No,1,0.0,White,Not rated,3,India
Swag Cafe,1,New Delhi,East Patel Nagar,"North Indian, Chinese, Fast Food",700,rupees,No,No,No,No,2,0.0,White,Not rated,3,India
The Pink Whisk,1,New Delhi,East Patel Nagar,Bakery,400,rupees,No,No,No,No,1,0.0,White,Not rated,2,India
Stabbers,1,New Delhi,East Patel Nagar,"Fast Food, Burger",400,rupees,No,Yes,No,No,1,2.4,Red,Poor,101,India
Duke's Pastry Shop,1,New Delhi,East Patel Nagar,"Bakery, Fast Food",200,rupees,No,No,No,No,1,4.1,Green,Very Good,150,India
Cafe Coffee Day,1,New Delhi,"Epicuria Food Mall, Nehru Place",Cafe,450,rupees,No,No,No,No,1,3.1,Orange,Average,44,India
Chicago Pizza,1,New Delhi,"Epicuria Food Mall, Nehru Place",Pizza,600,rupees,No,Yes,No,No,2,2.5,Orange,Average,93,India
Drool Waffles,1,New Delhi,"Epicuria Food Mall, Nehru Place",Desserts,500,rupees,No,No,No,No,2,3.1,Orange,Average,9,India
Gelato Vinto,1,New Delhi,"Epicuria Food Mall, Nehru Place",Ice Cream,250,rupees,No,Yes,No,No,1,3.3,Orange,Average,9,India
Joost Juice Bar,1,New Delhi,"Epicuria Food Mall, Nehru Place",Juices,300,rupees,No,No,No,No,1,3.2,Orange,Average,9,India
Karim's,1,New Delhi,"Epicuria Food Mall, Nehru Place","Mughlai, North Indian",700,rupees,No,Yes,No,No,2,3.1,Orange,Average,185,India
Moti Mahal Delux,1,New Delhi,"Epicuria Food Mall, Nehru Place","North Indian, Mughlai, Chinese",800,rupees,No,Yes,No,No,2,3.1,Orange,Average,100,India
Sagar Ratna,1,New Delhi,"Epicuria Food Mall, Nehru Place",South Indian,600,rupees,No,No,No,No,2,3.3,Orange,Average,70,India
Yo! China,1,New Delhi,"Epicuria Food Mall, Nehru Place",Chinese,1300,rupees,No,Yes,No,No,3,2.6,Orange,Average,110,India
Chaayos,1,New Delhi,"Epicuria Food Mall, Nehru Place","Cafe, Tea",400,rupees,No,Yes,No,No,1,3.6,Yellow,Good,106,India
Dimcha,1,New Delhi,"Epicuria Food Mall, Nehru Place","Chinese, Thai, Asian",1500,rupees,Yes,No,No,No,3,3.9,Yellow,Good,145,India
Keventers,1,New Delhi,"Epicuria Food Mall, Nehru Place",Beverages,400,rupees,No,No,No,No,1,3.9,Yellow,Good,57,India
Khan Chacha,1,New Delhi,"Epicuria Food Mall, Nehru Place","North Indian, Mughlai",650,rupees,No,Yes,No,No,2,3.6,Yellow,Good,23,India
Sona Pure Veg Paradise,1,New Delhi,"Epicuria Food Mall, Nehru Place","North Indian, Street Food",500,rupees,No,No,No,No,2,3.8,Yellow,Good,158,India
Subway,1,New Delhi,"Epicuria Food Mall, Nehru Place","American, Fast Food, Salad, Healthy Food",500,rupees,No,No,No,No,2,3.8,Yellow,Good,97,India
The Crunch Box,1,New Delhi,"Epicuria Food Mall, Nehru Place",Fast Food,300,rupees,No,Yes,No,No,1,3.7,Yellow,Good,21,India
Nando's,1,New Delhi,"Epicuria Food Mall, Nehru Place","Portuguese, African",1200,rupees,No,Yes,No,No,3,0.0,White,Not rated,3,India
FIO Cookhouse and Bar,1,New Delhi,"Epicuria Food Mall, Nehru Place","European, Italian, North Indian",3500,rupees,Yes,No,No,No,4,4.0,Green,Very Good,752,India
Lord of the Drinks Forum,1,New Delhi,"Epicuria Food Mall, Nehru Place","European, Chinese, North Indian, Italian",2500,rupees,Yes,No,No,No,4,4.2,Green,Very Good,756,India
The Chatter House,1,New Delhi,"Epicuria Food Mall, Nehru Place","Finger Food, Italian, North Indian",1800,rupees,Yes,Yes,No,No,3,4.0,Green,Very Good,1700,India
The Flying Saucer Cafe,1,New Delhi,"Epicuria Food Mall, Nehru Place","Italian, Mediterranean, Continental, North Indian",1600,rupees,Yes,No,No,No,3,4.3,Green,Very Good,3002,India
Tea Lounge - Eros Hotel,1,New Delhi,"Eros Hotel, Nehru Place",Cafe,1800,rupees,No,No,No,No,3,3.3,Orange,Average,21,India
Blooms - Eros Hotel,1,New Delhi,"Eros Hotel, Nehru Place","Continental, North Indian, Italian",4000,rupees,Yes,No,No,No,4,3.9,Yellow,Good,150,India
Lounge & Bar - Eros Hotel,1,New Delhi,"Eros Hotel, Nehru Place",Finger Food,3650,rupees,Yes,No,No,No,4,3.5,Yellow,Good,18,India
Sweet & Crusty - Eros Hotel,1,New Delhi,"Eros Hotel, Nehru Place","Bakery, Fast Food",700,rupees,No,No,No,No,2,3.7,Yellow,Good,44,India
Empress of China - Eros Hotel,1,New Delhi,"Eros Hotel, Nehru Place",Chinese,4800,rupees,Yes,No,No,No,4,4.2,Green,Very Good,119,India
Essex Collections Patisserie,1,New Delhi,Essex Farms,"Bakery, Desserts, Fast Food",300,rupees,No,No,No,No,1,3.4,Orange,Average,50,India
Essex Village Garden,1,New Delhi,Essex Farms,"North Indian, Chinese, Continental, Seafood",1500,rupees,No,No,No,No,3,3.4,Orange,Average,218,India
Yes Minister - Pub & Kitchen,1,New Delhi,Essex Farms,"Mediterranean, Continental, Italian",1800,rupees,Yes,No,No,No,3,3.7,Yellow,Good,234,India
Gupta's Food Point,1,New Delhi,Feroze Shah Road,North Indian,100,rupees,No,No,No,No,1,0.0,White,Not rated,1,India
Andhra Bhavan,1,New Delhi,Feroze Shah Road,"South Indian, Andhra",200,rupees,No,No,No,No,1,4.2,Green,Very Good,3010,India
Barista,1,New Delhi,Friends Colony,Cafe,650,rupees,No,No,No,No,2,3.2,Orange,Average,15,India
Indian Accent - The Manor,1,New Delhi,Friends Colony,Modern Indian,4000,rupees,No,No,No,No,4,4.9,Dark Green,Excellent,1934,India
Dilli Grillz,1,New Delhi,"Fun City Mall, Prashant Vihar","North Indian, Chinese",600,rupees,No,Yes,No,No,2,0.0,White,Not rated,2,India
Foodies,1,New Delhi,"Fun City Mall, Prashant Vihar",Italian,300,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Giani's,1,New Delhi,"Fun City Mall, Prashant Vihar","Ice Cream, Desserts",400,rupees,No,No,No,No,1,0.0,White,Not rated,1,India
FIO Country Kitchen and Bar,1,New Delhi,"Garden of Five Senses, Saket","European, Italian, North Indian",3300,rupees,Yes,No,No,No,4,4.2,Green,Very Good,1561,India
Amul Ice-Cream Parlour,1,New Delhi,Geeta Colony,Ice Cream,200,rupees,No,No,No,No,1,3.0,Orange,Average,4,India
Bunty Dhaba,1,New Delhi,Geeta Colony,"North Indian, Chinese",500,rupees,No,No,No,No,2,2.8,Orange,Average,8,India
Chawla's,1,New Delhi,Geeta Colony,"North Indian, Mughlai, Chinese",800,rupees,No,No,No,No,2,3.3,Orange,Average,50,India
China Town,1,New Delhi,Geeta Colony,Chinese,150,rupees,No,No,No,No,1,3.0,Orange,Average,8,India
Chinese Inn,1,New Delhi,Geeta Colony,"Chinese, South Indian",500,rupees,No,No,No,No,2,2.8,Orange,Average,28,India
Grub Street,1,New Delhi,Geeta Colony,Fast Food,350,rupees,No,No,No,No,1,3.4,Orange,Average,31,India
Guru Kripa,1,New Delhi,Geeta Colony,North Indian,200,rupees,No,No,No,No,1,3.0,Orange,Average,4,India
Himcream,1,New Delhi,Geeta Colony,"Ice Cream, Fast Food, Beverages",300,rupees,No,No,No,No,1,3.3,Orange,Average,17,India
Kashish Restaurant & Caterers,1,New Delhi,Geeta Colony,"North Indian, South Indian, Chinese, Fast Food",550,rupees,No,No,No,No,2,2.8,Orange,Average,8,India
Punjabi's Veg Grill,1,New Delhi,Geeta Colony,North Indian,350,rupees,No,No,No,No,1,3.2,Orange,Average,8,India
Rahul Meat Corner,1,New Delhi,Geeta Colony,Mughlai,300,rupees,No,No,No,No,1,3.1,Orange,Average,6,India
Ramesh Vaishno Dhaba,1,New Delhi,Geeta Colony,North Indian,500,rupees,No,No,No,No,2,2.7,Orange,Average,17,India
The Chinese Hut,1,New Delhi,Geeta Colony,Chinese,300,rupees,No,No,No,No,1,2.8,Orange,Average,50,India
Nagpal Di Hatti,1,New Delhi,Geeta Colony,"North Indian, Street Food",200,rupees,No,No,No,No,1,3.5,Yellow,Good,29,India
Ramesh Vaishno Dhaba,1,New Delhi,Geeta Colony,North Indian,500,rupees,No,No,No,No,2,3.5,Yellow,Good,31,India
Baweja's Haandi,1,New Delhi,Geeta Colony,North Indian,600,rupees,No,No,No,No,2,0.0,White,Not rated,0,India
Chaman Dhaba,1,New Delhi,Geeta Colony,North Indian,200,rupees,No,No,No,No,1,0.0,White,Not rated,3,India
Insane Foods,1,New Delhi,Geeta Colony,North Indian,350,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Jo Jo Chinese Fast Food,1,New Delhi,Geeta Colony,Chinese,200,rupees,No,No,No,No,1,0.0,White,Not rated,1,India
Kailash Vaishno Dhaba,1,New Delhi,Geeta Colony,North Indian,200,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Khurana Eating Point,1,New Delhi,Geeta Colony,Chinese,200,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Lots of Food,1,New Delhi,Geeta Colony,Chinese,100,rupees,No,No,No,No,1,0.0,White,Not rated,1,India
Madras Cafe,1,New Delhi,Geeta Colony,South Indian,250,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Parantha on Call,1,New Delhi,Geeta Colony,North Indian,100,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Pompas Chicken,1,New Delhi,Geeta Colony,North Indian,300,rupees,No,No,No,No,1,0.0,White,Not rated,1,India
Prem Ji Delhi Wale,1,New Delhi,Geeta Colony,North Indian,250,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Punjabi Tandoori Tikka,1,New Delhi,Geeta Colony,Street Food,250,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Punjabi's Veg Grill,1,New Delhi,Geeta Colony,North Indian,300,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Shree Banke Foods,1,New Delhi,Geeta Colony,"Chinese, North Indian",400,rupees,No,No,No,No,1,0.0,White,Not rated,3,India
Singh's,1,New Delhi,Geeta Colony,North Indian,300,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Soya Twist,1,New Delhi,Geeta Colony,"North Indian, Chinese",350,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Spice Studio,1,New Delhi,Geeta Colony,"Seafood, Mughlai, North Indian",400,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
Tandoori Tadka,1,New Delhi,Geeta Colony,Street Food,300,rupees,No,No,No,No,1,0.0,White,Not rated,1,India
Tasty Tandoor,1,New Delhi,Geeta Colony,North Indian,200,rupees,No,No,No,No,1,0.0,White,Not rated,0,India
The Square Meal,1,New Delhi,"Ginger Hotel, Vivek Vihar","North Indian, South Indian, Chinese",800,rupees,Yes,No,No,No,2,0.0,White,Not rated,1,India
Barbeque Nation,1,New Delhi,"Ginger Hotel, Vivek Vihar","North Indian, Chinese",1600,rupees,No,No,No,No,3,4.0,Green,Very Good,756,India
Burger King,1,New Delhi,"Gourmet Hub, Pashim Vihar","Burger, Fast Food",500,rupees,No,Yes,No,No,2,3.4,Orange,Average,33,India
BED,1,New Delhi,Greater Kailash (GK) 1,"European, Sushi, Italian",2700,rupees,Yes,No,No,No,4,3.0,Orange,Average,9,India
Cafe Coffee Day - The Lounge,1,New Delhi,Greater Kailash (GK) 1,Cafe,750,rupees,No,No,No,No,2,2.6,Orange,Average,70,India
Hunger Strike,1,New Delhi,Greater Kailash (GK) 1,Fast Food,300,rupees,No,Yes,No,No,1,3.3,Orange,Average,70,India
Karim's,1,New Delhi,Greater Kailash (GK) 1,"Mughlai, North Indian",1000,rupees,Yes,Yes,No,No,3,3.3,Orange,Average,75,India
Nescafe,1,New Delhi,Greater Kailash (GK) 1,"Fast Food, Beverages",200,rupees,No,No,No,No,1,3.4,Orange,Average,36,India
New Bengal Sweets,1,New Delhi,Greater Kailash (GK) 1,"Chinese, South Indian, Fast Food",250,rupees,No,No,No,No,1,3.1,Orange,Average,26,India
Red Wok,1,New Delhi,Greater Kailash (GK) 1,"Chinese, Thai",800,rupees,No,Yes,No,No,2,3.3,Orange,Average,146,India
Room Service,1,New Delhi,Greater Kailash (GK) 1,"North Indian, Fast Food, Continental",1000,rupees,No,No,No,No,3,3.4,Orange,Average,246,India
Samavar,1,New Delhi,Greater Kailash (GK) 1,"Kashmiri, Chinese, Mughlai",800,rupees,Yes,Yes,No,No,2,3.3,Orange,Average,89,India
Subway,1,New Delhi,Greater Kailash (GK) 1,"American, Fast Food, Salad, Healthy Food",500,rupees,No,Yes,No,No,2,2.5,Orange,Average,115,India
The Cocktail House,1,New Delhi,Greater Kailash (GK) 1,"North Indian, Continental",2000,rupees,Yes,No,No,No,4,3.4,Orange,Average,58,India
The Food Junction,1,New Delhi,Greater Kailash (GK) 1,"Chinese, Healthy Food",350,rupees,No,Yes,No,No,1,2.8,Orange,Average,78,India
The Kathis,1,New Delhi,Greater Kailash (GK) 1,Fast Food,300,rupees,No,Yes,No,No,1,3.0,Orange,Average,67,India
The Munchbox,1,New Delhi,Greater Kailash (GK) 1,"North Indian, Continental, Fast Food",850,rupees,No,Yes,No,No,2,3.4,Orange,Average,199,India
The Sugar Story,1,New Delhi,Greater Kailash (GK) 1,"Bakery, Desserts",400,rupees,No,No,No,No,1,3.3,Orange,Average,19,India
Owl is Well,1,New Delhi,Greater Kailash (GK) 1,"Burger, American, Fast Food, Italian, Pizza",1000,rupees,No,Yes,No,No,3,4.5,Dark Green,Excellent,162,India
A Piece of Paris,1,New Delhi,Greater Kailash (GK) 1,"Desserts, Bakery",600,rupees,No,No,No,No,2,3.6,Yellow,Good,38,India
Baking Bad,1,New Delhi,Greater Kailash (GK) 1,"Pizza, Italian",1000,rupees,No,Yes,No,No,3,3.8,Yellow,Good,697,India
Baskin Robbins,1,New Delhi,Greater Kailash (GK) 1,Ice Cream,300,rupees,No,Yes,No,No,1,3.6,Yellow,Good,56,India
Bliss Bakery,1,New Delhi,Greater Kailash (GK) 1,"Bakery, Desserts",500,rupees,No,Yes,No,No,2,3.8,Yellow,Good,51,India
Bread & More,1,New Delhi,Greater Kailash (GK) 1,"Bakery, Desserts, Fast Food",500,rupees,No,Yes,No,No,2,3.7,Yellow,Good,130,India
Bun Intended,1,New Delhi,Greater Kailash (GK) 1,"Burger, American, Fast Food",850,rupees,No,Yes,No,No,2,3.9,Yellow,Good,349,India
Cafe Culture,1,New Delhi,Greater Kailash (GK) 1,Cafe,1000,rupees,No,No,No,No,3,3.8,Yellow,Good,50,India
Cafe Diva,1,New Delhi,Greater Kailash (GK) 1,"European, Italian",2200,rupees,Yes,Yes,No,No,4,3.9,Yellow,Good,347,India
Cafe Turtle,1,New Delhi,Greater Kailash (GK) 1,"Cafe, Italian, Lebanese",1000,rupees,No,No,No,No,3,3.5,Yellow,Good,251,India
Caf愆 Healthilicious,1,New Delhi,Greater Kailash (GK) 1,"Healthy Food, Continental",400,rupees,No,Yes,No,No,1,3.5,Yellow,Good,24,India
Captain Grub,1,New Delhi,Greater Kailash (GK) 1,"American, Fast Food",1000,rupees,No,Yes,No,No,3,3.7,Yellow,Good,263,India
Cocoberry,1,New Delhi,Greater Kailash (GK) 1,Desserts,300,rupees,No,Yes,No,No,1,3.9,Yellow,Good,155,India
Ding Ding,1,New Delhi,Greater Kailash (GK) 1,Chinese,600,rupees,No,Yes,No,No,2,3.9,Yellow,Good,93,India
D韄ner Grill,1,New Delhi,Greater Kailash (GK) 1,"Fast Food, Turkish",900,rupees,No,Yes,No,No,2,3.7,Yellow,Good,323,India
Elation,1,New Delhi,Greater Kailash (GK) 1,"North Indian, Continental, Italian, Finger Food",1500,rupees,Yes,Yes,No,No,3,3.8,Yellow,Good,227,India
Fluffles - The Fluffy Waffle Co.,1,New Delhi,Greater Kailash (GK) 1,Desserts,300,rupees,No,Yes,No,No,1,3.5,Yellow,Good,27,India
For the Love of Cake,1,New Delhi,Greater Kailash (GK) 1,"Bakery, Desserts",400,rupees,No,No,No,No,1,3.8,Yellow,Good,116,India
Gatsby Kitchen & Bar by Club BW,1,New Delhi,Greater Kailash (GK) 1,"Continental, North Indian",2100,rupees,Yes,No,No,No,4,3.5,Yellow,Good,22,India
Grills & Platters,1,New Delhi,Greater Kailash (GK) 1,"North Indian, Continental",1600,rupees,Yes,No,No,No,3,3.5,Yellow,Good,150,India
Hungry Pistals,1,New Delhi,Greater Kailash (GK) 1,"Fast Food, American, Italian",700,rupees,No,Yes,No,No,2,3.7,Yellow,Good,108,India
Jon's head Grill,1,New Delhi,Greater Kailash (GK) 1,"Mexican, Italian, American",1100,rupees,No,Yes,No,No,3,3.9,Yellow,Good,105,India
Kebabs & Curries,1,New Delhi,Greater Kailash (GK) 1,"North Indian, Mughlai",600,rupees,No,Yes,No,No,2,3.7,Yellow,Good,227,India
Londoners,1,New Delhi,Greater Kailash (GK) 1,"British, Chinese, Italian",1700,rupees,Yes,Yes,No,No,3,3.8,Yellow,Good,244,India
Mad Over Donuts,1,New Delhi,Greater Kailash (GK) 1,Desserts,450,rupees,No,Yes,No,No,1,3.8,Yellow,Good,187,India
New Minar,1,New Delhi,Greater Kailash (GK) 1,"North Indian, Mughlai",1250,rupees,Yes,No,No,No,3,3.6,Yellow,Good,229,India
Prince Chaat Corner,1,New Delhi,Greater Kailash (GK) 1,Street Food,250,rupees,No,No,No,No,1,3.7,Yellow,Good,84,India
Side Wok,1,New Delhi,Greater Kailash (GK) 1,"Burmese, Chinese, Japanese, Malaysian, Thai",2000,rupees,Yes,Yes,No,No,4,3.8,Yellow,Good,223,India
Starbucks,1,New Delhi,Greater Kailash (GK) 1,Cafe,700,rupees,No,No,No,No,2,3.5,Yellow,Good,187,India
Thai House by Kylin,1,New Delhi,Greater Kailash (GK) 1,Thai,1800,rupees,Yes,Yes,No,No,3,3.8,Yellow,Good,54,India
The Chocolate Haven,1,New Delhi,Greater Kailash (GK) 1,"Bakery, Desserts",250,rupees,No,No,No,No,1,3.6,Yellow,Good,76,India
The Laidback Cafe,1,New Delhi,Greater Kailash (GK) 1,"Continental, North Indian, Asian",2000,rupees,No,No,No,No,4,3.8,Yellow,Good,85,India
